NDVI,NDWI,.geo
0.7850574712643679,-0.6852957135105806,"{""type"":""Point"",""coordinates"":[79.2554209507157,16.969364079234047]}"
0.1608238985131632,-0.2313702792649399,"{""type"":""Point"",""coordinates"":[79.242295330995,17.105860223409945]}"
0.3256578947368421,-0.411970802919708,"{""type"":""Point"",""coordinates"":[79.27930516013514,17.142960334101907]}"
0.1892123287671233,-0.2984342136013087,"{""type"":""Point"",""coordinates"":[79.28982692396578,17.061967329305336]}"
0.5614443797320908,-0.5920427553444181,"{""type"":""Point"",""coordinates"":[79.17868854038481,17.07038780879665]}"
0.2744556884391291,-0.3346178548490687,"{""type"":""Point"",""coordinates"":[79.25994192303257,17.03727937312544]}"
0.7831587539110325,-0.6715123692935475,"{""type"":""Point"",""coordinates"":[79.21121531674105,17.045572428700055]}"
0.8089171974522293,-0.6915949702183984,"{""type"":""Point"",""coordinates"":[79.34344031290193,17.080574383176238]}"
0.3999537358315984,-0.4969082364580757,"{""type"":""Point"",""coordinates"":[79.26433221121968,17.058013901332583]}"
0.2676939148602768,-0.3968345323741007,"{""type"":""Point"",""coordinates"":[79.23476937063404,17.036992205716935]}"
0.6232862265344864,-0.5152589092341012,"{""type"":""Point"",""coordinates"":[79.32444091381373,16.993428521425233]}"
0.8294148380355277,-0.7149504101873393,"{""type"":""Point"",""coordinates"":[79.31521771177066,17.054050266767458]}"
0.272875816993464,-0.3873552983081033,"{""type"":""Point"",""coordinates"":[79.24462378481385,17.092628758012687]}"
0.4063745019920319,-0.4559010152284264,"{""type"":""Point"",""coordinates"":[79.19877775918569,17.068055817161333]}"
0.850907686365392,-0.7370710488158531,"{""type"":""Point"",""coordinates"":[79.29825026875868,17.020006540139654]}"
0.8712370351631672,-0.7526359436085772,"{""type"":""Point"",""coordinates"":[79.23525211078731,17.075079080964123]}"
0.3021732658529324,-0.4668008048289738,"{""type"":""Point"",""coordinates"":[79.31584519802598,17.020367159199242]}"
0.7951015531660693,-0.7044809982983551,"{""type"":""Point"",""coordinates"":[79.30707148871689,16.995488472818547]}"
0.7667381162526794,-0.7224339274738784,"{""type"":""Point"",""coordinates"":[79.29617212554,17.054777849465022]}"
0.2863332020480504,-0.3551867219917012,"{""type"":""Point"",""coordinates"":[79.3270553603502,17.068515134292817]}"
0.804059133049361,-0.699917365128084,"{""type"":""Point"",""coordinates"":[79.32172614209794,17.111867667751408]}"
0.5275668537471112,-0.5298396429161845,"{""type"":""Point"",""coordinates"":[79.35564023612423,17.043475028373674]}"
0.2312172393709959,-0.2761076904503199,"{""type"":""Point"",""coordinates"":[79.18682234163073,17.075500234125347]}"
0.5204280155642024,-0.4465525219805645,"{""type"":""Point"",""coordinates"":[79.20151066578721,17.04015473050744]}"
0.4924459743736852,-0.5441234665611397,"{""type"":""Point"",""coordinates"":[79.26072607186224,17.058145879514246]}"
0.8333333333333334,-0.718869898848971,"{""type"":""Point"",""coordinates"":[79.35199365820087,17.063856203211618]}"
0.4322067594433399,-0.5037573058725299,"{""type"":""Point"",""coordinates"":[79.21868816702748,17.030800157398296]}"
0.4895506792058516,-0.5467245354672453,"{""type"":""Point"",""coordinates"":[79.3154131180625,16.98867454804043]}"
0.2081031307550644,-0.2684498872059297,"{""type"":""Point"",""coordinates"":[79.2690508757359,16.98501695369571]}"
0.6302925070121544,-0.5821127673363578,"{""type"":""Point"",""coordinates"":[79.34647582633981,17.072900509301146]}"
